zi,chaizi
澷,"['水', '曰', '网', '方']"
潞,"['水', '路']"
潞,"['氵', '路']"
澧,"['水', '豊']"
澧,"['氵', '豊']"
澡,"['氵', '品', '木']"
澡,"['氵', '喿']"
澡,"['水', '品', '木']"
濖,"['氵', '署']"
濖,"['水', '署']"
澴,"['水', '睘']"
澴,"['氵', '睘']"
澨,"['氵', '筮']"
澨,"['水', '筮']"
激,"['水', '敫']"
激,"['氵', '敫']"
澹,"['水', '詹']"
澹,"['氵', '詹']"
澥,"['氵', '解']"
澥,"['水', '解']"
澶,"['氵', '亶']"
澶,"['水', '亶']"
濂,"['氵', '廉']"
濂,"['水', '廉']"
澵,"['氵', '新']"
澵,"['水', '新']"
澺,"['水', '意']"
澺,"['氵', '意']"
濓,"['氵', '亷']"
濓,"['水', '亷']"
澭,"['氵', '雍']"
澭,"['水', '雍']"
濨,"['水', '慈']"
濨,"['氵', '慈']"
濅,"['水', '宀', '帚', '又']"
濅,"['氵', '宀', '帚', '又']"
澼,"['氵', '辟']"
澼,"['水', '辟']"
錃,"['波', '金']"
懄,"['心', '勤']"
懄,"['忄', '勤']"
懞,"['忄', '蒙']"
懞,"['心', '蒙']"
憷,"['忄', '楚']"
憷,"['心', '楚']"
懒,"['忄', '赖']"
懒,"['心', '赖']"
憾,"['忄', '感']"
憾,"['心', '感']"
懅,"['心', '豦']"
懅,"['忄', '豦']"
懆,"['心', '喿']"
懆,"['忄', '喿']"
懁,"['忄', '睘']"
懁,"['心', '睘']"
憿,"['忄', '敫']"
憿,"['心', '敫']"
懀,"['忄', '會']"
懀,"['心', '會']"
憺,"['忄', '詹']"
憺,"['心', '詹']"
懈,"['忄', '解']"
懈,"['心', '解']"
懔,"['忄', '禀']"
懔,"['心', '禀']"
憻,"['忄', '亶']"
憻,"['心', '亶']"
黉,"['小', '冖', '黄']"
褰,"['宀', '井', '大', '衣']"
寰,"['宀', '睘']"
窷,"['穴', '聊']"
窻,"['窗', '心']"
窻,"['穴', '悤']"
窸,"['穴', '悉']"
窹,"['穴', '爿', '吾']"
窿,"['穴', '隆']"
窼,"['穴', '巢']"
褿,"['衣', '曹']"
褿,"['衤', '曹']"
褾,"['衣', '票']"
褾,"['衤', '票']"
褷,"['衤', '徙']"
褷,"['衣', '徙']"
襐,"['衣', '象']"
襐,"['衤', '象']"
襒,"['衣', '敝']"
襒,"['衤', '敝']"
褶,"['衤', '習']"
褶,"['衣', '習']"
禧,"['示', '喜']"
禧,"['礻', '喜']"
禫,"['礻', '覃']"
禫,"['示', '覃']"
禭,"['示', '遂']"
禭,"['礻', '遂']"
橤,"['惢', '木']"
彛,"['彐', '米', '分', '廾']"
壂,"['殿', '土']"
壁,"['辟', '土']"
幦,"['辟', '巾']"
避,"['辶', '辟']"
避,"['辵', '辟']"
孹,"['辟', '子']"
嬖,"['辟', '女']"
彊,"['弓', '畺']"
犟,"['强', '牛']"
彋,"['弓', '睘']"
隭,"['阝', '需']"
隭,"['阜', '需']"
燛,"['臦', '火']"
辥,"['屮', '户', '乛', '一', '辛']"
辥,"['屮', '戶', '乛', '一', '辛']"
嬠,"['女', '喿']"
嬛,"['女', '睘']"
嬓,"['女', '敫']"
嬔,"['女', '免', '生']"
嬗,"['女', '亶']"
嬚,"['女', '廉']"
嬑,"['女', '意']"
嬨,"['女', '慈']"
鹨,"['翏', '鸟']"
翯,"['羽', '高']"
螚,"['能', '虫']"
氄,"['矞', '毛']"
颡,"['桑', '页']"
缰,"['纟', '畺']"
缰,"['丝', '畺']"
缱,"['丝', '遣']"
缱,"['纟', '遣']"
缲,"['丝', '喿']"
缲,"['纟', '喿']"
缳,"['丝', '睘']"
缳,"['纟', '睘']"
缴,"['纟', '敫']"
缴,"['丝', '敫']"
疀,"['甾', '疌']"
耫,"['耒', '責']"
璱,"['王', '瑟']"
璱,"['玉', '瑟']"
瓁,"['王', '蒦']"
瓁,"['玉', '蒦']"
麉,"['干', '干', '鹿']"
璨,"['玉', '粲']"
璨,"['王', '粲']"
璩,"['玉', '豦']"
璩,"['王', '豦']"
璐,"['王', '路']"
璐,"['玉', '路']"
璪,"['王', '喿']"
璪,"['玉', '喿']"
璬,"['王', '敫']"
璬,"['玉', '敫']"
璮,"['王', '亶']"
璮,"['玉', '亶']"
謷,"['敖', '言']"
膥,"['末', '成']"
髾,"['髟', '肖']"
鬁,"['髟', '利']"
鬂,"['髟', '兵']"
髽,"['髟', '坐']"
髼,"['髟', '夆']"
鬀,"['髟', '弟']"
髿,"['髟', '沙']"
擮,"['才', '截']"
擮,"['扌', '截']"
擮,"['手', '截']"
攃,"['扌', '蔡']"
攃,"['才', '蔡']"
攃,"['手', '蔡']"
壖,"['土', '需']"
擩,"['手', '需']"
擩,"['扌', '需']"
擩,"['才', '需']"
戴,"['土', '戈', '異']"
戴,"['十', '戈', '異']"
戴,"['𢦏', '異']"
噽,"['喜', '丕']"
壎,"['土', '熏']"
螫,"['赦', '虫']"
赯,"['赤', '唐']"
擤,"['才', '鼻']"
擤,"['扌', '鼻']"
擤,"['手', '鼻']"
擨,"['手', '歋']"
擨,"['扌', '歋']"
擨,"['才', '歋']"
壕,"['土', '豪']"
攁,"['才', '養']"
攁,"['扌', '養']"
攁,"['手', '養']"
盩,"['幸', '攵', '皿']"
擦,"['手', '察']"
擦,"['才', '察']"
擦,"['扌', '察']"
豰,"['士', '冡', '殳']"
皼,"['壹', '皮']"
觳,"['士', '冖', '角', '殳']"
罄,"['殸', '缶']"
罄,"['声', '殳', '缶']"
擢,"['扌', '翟']"
擢,"['才', '翟']"
擢,"['手', '翟']"
薹,"['草', '臺']"
薹,"['艸', '臺']"
薹,"['艹', '臺']"
藄,"['艹', '綦']"
藄,"['艸', '綦']"
藄,"['草', '綦']"
藂,"['草', '聚']"
藂,"['艸', '聚']"
藂,"['艹', '聚']"
懃,"['勤', '心']"
鞡,"['革', '拉']"
鞝,"['革', '尚']"
鞜,"['革', '沓']"
鞞,"['革', '卑']"
鞠,"['革', '勹', '米']"
鞠,"['革', '匊']"
鞟,"['革', '享']"
鞛,"['革', '咅']"
鞚,"['革', '空']"
鞬,"['革', '建']"
黊,"['黄', '圭']"
藗,"['艸', '遬']"
藗,"['艹', '遬']"
藗,"['草', '遬']"
薾,"['草', '爾']"
薾,"['艹', '爾']"
薾,"['艸', '爾']"
藏,"['艹', '臧']"
藏,"['艸', '臧']"
藏,"['草', '臧']"
薷,"['艹', '需']"
薷,"['艸', '需']"
薷,"['草', '需']"
繤,"['苜', '大', '糸']"
謩,"['莫', '言']"
藈,"['艹', '睽']"
藈,"['草', '睽']"
藈,"['艸', '睽']"
雚,"['草', '口', '口', '隹']"
雚,"['艸', '口', '口', '隹']"
雚,"['艹', '口', '口', '隹']"
藒,"['草', '禾', '曷']"
藒,"['艸', '禾', '曷']"
藒,"['艹', '禾', '曷']"
藊,"['草', '稨']"
藊,"['艹', '稨']"
藊,"['艸', '稨']"
薰,"['艹', '熏']"
薰,"['艸', '熏']"
薰,"['草', '熏']"
薶,"['草', '貍']"
薶,"['艸', '貍']"
薶,"['艹', '貍']"
藐,"['草', '貌']"
藐,"['艹', '貌']"
藐,"['艸', '貌']"
藓,"['艹', '鲜']"
藓,"['草', '鲜']"
藓,"['艸', '鲜']"
藑,"['草', '夐']"
藑,"['艹', '夐']"
藑,"['艸', '夐']"
薿,"['艹', '疑']"
薿,"['艸', '疑']"
薿,"['草', '疑']"
藁,"['草', '槀']"
藁,"['蒿', '木']"
藁,"['艸', '槀']"
藁,"['艹', '槀']"
藃,"['艹', '歊']"
藃,"['草', '歊']"
藃,"['艸', '歊']"
藱,"['草', '廆']"
藱,"['艹', '廆']"
藱,"['艸', '廆']"
薼,"['草', '塵']"
薼,"['艸', '塵']"
薼,"['艹', '塵']"
藡,"['艹', '適']"
藡,"['艸', '適']"
藡,"['草', '適']"
薸,"['艸', '漂']"
薸,"['草', '漂']"
薸,"['艹', '漂']"
薻,"['艹', '漅']"
薻,"['草', '漅']"
薻,"['艸', '漅']"
藆,"['草', '搴']"
藆,"['艹', '搴']"
藆,"['艸', '搴']"
藌,"['草', '蜜']"
藌,"['艸', '蜜']"
藌,"['艹', '蜜']"
氋,"['蒙', '毛']"
藋,"['艹', '翟']"
藋,"['艸', '翟']"
藋,"['草', '翟']"
檴,"['木', '蒦']"
檬,"['木', '蒙']"
檊,"['木', '幹']"
檚,"['木', '楚']"
橿,"['木', '畺']"
檦,"['木', '剽']"
檑,"['木', '雷']"
檅,"['木', '歲']"
橾,"['木', '喿']"
檈,"['木', '睘']"
檌,"['木', '罪']"
檓,"['木', '毀']"
櫆,"['木', '魁']"
檄,"['木', '敫']"
檐,"['木', '詹']"
檞,"['木', '解']"
檩,"['木', '禀']"
檀,"['木', '亶']"
檍,"['木', '意']"
檆,"['木', '煔']"
檘,"['木', '辟']"
懋,"['楙', '心']"
繋,"['軗', '糸']"
檕,"['車', '凵', '殳', '木']"
鍳,"['臣', '丿', '一', '丶']"
鬴,"['鬲', '甫']"
豏,"['豆', '兼']"
翲,"['票', '羽']"
醘,"['酉', '盍']"
醢,"['酉', '右', '皿']"
醠,"['酉', '盎']"
醨,"['酉', '离']"
醣,"['酉', '唐']"
醡,"['酉', '窄']"
翳,"['殹', '羽']"
繄,"['殹', '糸']"
礍,"['石', '葛']"
磹,"['石', '覃']"
鄾,"['憂', '邑']"
鄾,"['憂', '阝']"
礃,"['石', '掌']"
磶,"['石', '舄']"
磼,"['石', '集']"
礁,"['石', '焦']"
礇,"['石', '奧']"
磻,"['石', '番']"
礅,"['石', '敦']"
磰,"['石', '善']"
磷,"['石', '粦']"
磸,"['石', '奠']"
礈,"['石', '遂']"
磳,"['石', '曾']"
磴,"['石', '登']"
磿,"['厤', '石']"
鹩,"['尞', '鸟']"
豲,"['豕', '原']"
豯,"['豕', '奚']"
霜,"['雨', '相']"
霝,"['雨', '口', '口', '口']"
霡,"['雨', '脉']"
霠,"['雨', '立', '今']"
霟,"['雨', '洪']"
霘,"['雨', '洞']"
霞,"['雨', '叚']"
霛,"['雨', '弓', '弓', '弓']"
霚,"['雨', '敄']"
餥,"['非', '食']"
龋,"['齿', '禹']"
龌,"['齿', '屋']"
豳,"['山', '豩']"
豳,"['豕', '山', '豕']"
壑,"['卜', '冖', '一', '谷', '又', '土']"
虨,"['虍', '彬']"
虨,"['虎', '林', '彡']"
虨,"['虎', '彬']"
虨,"['虍', '林', '彡']"
黻,"['黹', '犮']"
黋,"['黄', '光']"
瞦,"['目', '喜']"
瞸,"['目', '葉']"
瞫,"['目', '覃']"
謈,"['日', '共', '言']"
瞨,"['目', '菐']"
曚,"['日', '蒙']"
瞧,"['目', '焦']"
瞬,"['目', '舜']"
瞳,"['目', '童']"
瞮,"['目', '育', '攴']"
瞮,"['目', '育', '攵']"
瞵,"['目', '粦']"
瞩,"['目', '属']"
瞪,"['目', '登']"
瞲,"['目', '矞']"
嚏,"['口', '疐']"
曐,"['晶', '生']"
曑,"['晶', '人', '彡']"
曙,"['日', '署']"
曒,"['日', '敫']"
曕,"['日', '詹']"
嚅,"['口', '需']"
曓,"['日', '出', '大', '本']"
蹑,"['足', '聂']"
蹒,"['足', '草', '两']"
蹒,"['足', '艹', '两']"
蹎,"['足', '真']"
蹋,"['足', '日', '羽']"
蹏,"['足', '虒']"
蹈,"['足', '舀']"
蹊,"['足', '奚']"
蹓,"['足', '留']"
蹐,"['足', '脊']"
蹍,"['足', '展']"
螼,"['虫', '堇']"
蟥,"['虫', '黄']"
蠎,"['虫', '莾']"
蟏,"['虫', '萧']"
螬,"['虫', '曹']"
螵,"['虫', '票']"
疃,"['田', '童']"
螳,"['虫', '堂']"
蟃,"['虫', '曼']"
螺,"['虫', '累']"
蟍,"['虫', '梨']"
疄,"['田', '粦']"
蟌,"['虫', '悤']"
蟋,"['虫', '悉']"
蟓,"['虫', '象']"
蟅,"['虫', '庶']"
螰,"['虫', '鹿']"
蟑,"['虫', '章']"
螪,"['虫', '商']"
蟀,"['虫', '率']"
蟝,"['虫', '渠']"
螾,"['虫', '寅']"
螲,"['虫', '窒']"
蟉,"['虫', '翏']"
嬲,"['男', '女', '男']"
氉,"['喿', '毛']"
嚊,"['口', '鼻']"
嚎,"['口', '豪']"
嚒,"['口', '麼']"
噾,"['口', '窨']"
嚓,"['口', '察']"
嚁,"['口', '翟']"
噿,"['口', '翠']"
嶻,"['山', '截']"
幭,"['巾', '蔑']"
羁,"['罒', '革', '马']"
羁,"['网', '革', '马']"
罽,"['罒', '厂', '剡']"
罽,"['网', '厂', '剡']"
斀,"['蜀', '攴']"
歜,"['蜀', '欠']"
斣,"['蜀', '斗']"
罿,"['网', '童']"
罿,"['罒', '童']"
罾,"['网', '曾']"
罾,"['罒', '曾']"
嶷,"['山', '疑']"
赡,"['贝', '詹']"
黚,"['黑', '甘']"
黜,"['黑', '出']"
黝,"['黑', '幼']"
髁,"['骨', '果']"
髀,"['骨', '卑']"
镡,"['钅', '覃']"
镡,"['金', '覃']"
镢,"['钅', '厥']"
镢,"['金', '厥']"
镣,"['金', '尞']"
镣,"['钅', '尞', '鐐']"
镤,"['金', '菐']"
镤,"['钅', '菐']"
镥,"['钅', '鲁']"
镥,"['金', '鲁']"
镦,"['金', '敦']"
镦,"['钅', '敦']"
镧,"['金', '阑']"
镧,"['钅', '阑']"
镨,"['金', '普']"
镨,"['钅', '普']"
镩,"['金', '窜']"
镩,"['钅', '窜']"
镪,"['金', '强']"
镪,"['钅', '强']"
镫,"['金', '登']"
镫,"['钅', '登']"
罅,"['缶', '虖']"
矰,"['矢', '曾']"
穗,"['禾', '惠']"
穙,"['禾', '菐']"
馣,"['香', '奄']"
馡,"['香', '非']"
穕,"['禾', '集']"
穛,"['禾', '焦']"
黏,"['黍', '占']"
穞,"['禾', '鲁']"
穜,"['禾', '童']"
穟,"['禾', '遂']"
穉,"['禾', '犀']"
魏,"['委', '鬼']"
濌,"['重', '沓']"
篲,"['竹', '彗']"
簎,"['竹', '措']"
篶,"['竹', '焉']"
篺,"['竹', '捭']"
簊,"['竹', '基']"
簕,"['竹', '勒']"
簧,"['竹', '黄']"
簌,"['竹', '欶']"
篻,"['竹', '票']"
簒,"['竹', '目', '大', '么']"
篾,"['竹', '罒', '戍']"
篾,"['竹', '网', '戍']"
篾,"['竹', '罓', '戍']"
簃,"['竹', '移']"
篼,"['竹', '兜']"
簁,"['竹', '徙']"
簔,"['竹', '衰']"
簏,"['竹', '鹿']"
簅,"['竹', '產']"
簇,"['竹', '族']"
簖,"['竹', '断']"
簆,"['竹', '寇']"
簄,"['竹', '扈']"
簋,"['竹', '艮', '皿']"
簈,"['竹', '幷']"
繁,"['每', '攴', '丝']"
繁,"['每', '攵', '糸']"
鼣,"['鼠', '犬']"
鼢,"['鼠', '分']"
鼤,"['鼠', '文']"
黛,"['代', '黑']"
儤,"['人', '暴']"
儤,"['亻', '暴']"
儡,"['亻', '田', '田', '田']"
儡,"['人', '田', '田', '田']"
儡,"['亻', '畾']"
儡,"['人', '畾']"
鹪,"['焦', '鸟']"
儦,"['人', '麃']"
儦,"['亻', '麃']"
皢,"['白', '堯']"
鼾,"['鼻', '干']"
鼿,"['鼻', '兀']"
邉,"['辵', '自', '冖', '八', '口']"
邉,"['辶', '自', '冖', '八', '口']"
皥,"['白', '臯']"
皤,"['白', '番']"
魌,"['鬼', '其']"
魊,"['鬼', '或']"
魍,"['鬼', '罔']"
魋,"['鬼', '隹']"
儠,"['亻', '巤']"
儠,"['人', '巤']"
斶,"['斤', '蜀']"
徽,"['彳', '山', '糸', '攴']"
徽,"['彳', '山', '糸', '攵']"
徾,"['彳', '山', '一', '言', '攴']"
徾,"['彳', '山', '一', '言', '攵']"
勶,"['徹', '力']"
艚,"['舟', '曹']"
龠,"['人', '一', '口', '口', '口', '冊']"
韱,"['人', '人', '戈', '韭']"
豀,"['谷', '奚']"
螸,"['欲', '虫']"
爵,"['爪', '聿', '爭', '爭']"
爵,"['爫', '肀', '爭']"
繇,"['月', '缶', '系']"
邈,"['辵', '貌']"
邈,"['辶', '貌']"
貔,"['豸', '囟', '比']"
貕,"['豸', '奚']"
貖,"['豸', '益']"
谿,"['奚', '谷']"
臌,"['月', '鼓']"
臌,"['肉', '鼓']"
臒,"['月', '蒦']"
臒,"['肉', '蒦']"
朦,"['月', '蒙']"
臄,"['肉', '豦']"
臄,"['月', '豦']"
臊,"['肉', '喿']"
臊,"['月', '喿']"
臅,"['月', '蜀']"
臅,"['肉', '蜀']"
膻,"['肉', '亶']"
膻,"['月', '亶']"
臁,"['月', '廉']"
臁,"['肉', '廉']"
臆,"['月', '意']"
臆,"['肉', '意']"
臃,"['肉', '雍']"
臃,"['月', '雍']"
甔,"['詹', '瓦']"
毚,"['刀', '口', '比', '兔']"
鲼,"['鱼', '贲']"
鲽,"['鱼', '枼']"
鲾,"['鱼', '畐']"
鲿,"['鱼', '尝']"
鳀,"['鱼', '是']"
鳁,"['鱼', '昷']"
鳂,"['鱼', '畏']"
鳃,"['鱼', '思']"
鳄,"['鱼', '咢']"
鳅,"['鱼', '秋']"
鳆,"['鱼', '复']"
鳇,"['鱼', '皇']"
鳈,"['鱼', '泉']"
鳉,"['鱼', '丬', '夕', '寸']"
鳊,"['鱼', '扁']"
鳋,"['鱼', '蚤']"
獳,"['犬', '需']"
獳,"['犭', '需']"
獯,"['犬', '熏']"
獯,"['犭', '熏']"
觲,"['角', '羊', '牛']"
雘,"['丹', '蒦']"
螽,"['冬', '虫', '虫']"
斵,"['卯', '亞', '斤']"
燮,"['火', '言', '火', '又']"
鹫,"['就', '鸟']"
襄,"['口', '口', '井', '一', '衣']"
糜,"['麻', '米']"
縻,"['麻', '糸']"
鄽,"['廛', '阝']"
鄽,"['廛', '邑']"
膺,"['广', '倠', '肉']"
膺,"['广', '亻', '隹', '肉']"
膺,"['广', '人', '隹', '月']"
膺,"['广', '人', '隹', '肉']"
螷,"['庳', '虫']"
癍,"['病', '斑']"
癍,"['疒', '斑']"
癅,"['病', '畱']"
癅,"['疒', '畱']"
癌,"['疒', '喦']"
癌,"['病', '品', '山']"
癌,"['疒', '品', '山']"
癄,"['病', '焦']"
癄,"['疒', '焦']"
癁,"['疒', '復']"
癁,"['病', '復']"
顇,"['卒', '頁']"
麋,"['鹿', '米']"
辫,"['辛', '丝', '辛']"
辫,"['辛', '纟', '辛']"
韺,"['音', '英']"
竴,"['立', '尊']"
竲,"['立', '曾']"
竳,"['立', '登']"
赢,"['亡', '口', '月', '贝', '凡']"
旚,"['方', '丿', '一', '票']"
甕,"['雍', '瓦']"
糟,"['米', '曹']"
糛,"['米', '堂']"
糠,"['米', '康']"
麊,"['米', '鹿']"
糡,"['米', '竟']"
馘,"['首', '或']"
蟞,"['敝', '虫']"
燯,"['火', '零']"
燳,"['火', '照']"
燥,"['火', '喿']"
燥,"['火', '品', '木']"
燩,"['火', '敫']"
燷,"['火', '禀']"
燫,"['火', '廉']"
燱,"['火', '意']"
謍,"['火', '火', '冖', '言']"
瀞,"['水', '静']"
瀞,"['氵', '静']"
濪,"['水', '靘']"
濪,"['氵', '靘']"
濝,"['水', '綦']"
濝,"['氵', '綦']"
懑,"['满', '心']"
鍙,"['洪', '金']"
瀎,"['氵', '蔑']"
瀎,"['水', '蔑']"
濣,"['氵', '斡']"
濣,"['水', '斡']"
濲,"['水', '穀']"
濲,"['氵', '穀']"
濡,"['氵', '需']"
濡,"['水', '需']"
濬,"['氵', '睿']"
濬,"['水', '睿']"
濞,"['氵', '鼻']"
濞,"['水', '鼻']"
濥,"['氵', '夤']"
濥,"['水', '夤']"
濠,"['水', '豪']"
濠,"['氵', '豪']"
瀁,"['氵', '養']"
瀁,"['水', '養']"
濯,"['水', '翟']"
濯,"['氵', '翟']"
濢,"['水', '翠']"
濢,"['氵', '翠']"
懗,"['忄', '赫']"
懗,"['心', '赫']"
懤,"['忄', '壽']"
懤,"['心', '壽']"
懱,"['心', '蔑']"
懱,"['忄', '蔑']"
懥,"['心', '疐']"
懥,"['忄', '疐']"
懦,"['心', '需']"
懦,"['忄', '需']"
懝,"['忄', '疑']"
懝,"['心', '疑']"
懩,"['忄', '養']"
懩,"['心', '養']"
豁,"['害', '谷']"
蹇,"['宀', '井', '大', '足']"
謇,"['宀', '井', '大', '言']"
窾,"['穴', '款']"
竂,"['穴', '尞']"
竁,"['穴', '毳']"
邃,"['穴', '遂']"
邃,"['辵', '穴', '丷', '豕']"
邃,"['辶', '穴', '丷', '豕']"
寲,"['宀', '疑']"
寱,"['宀', '爿', '臬']"
褼,"['衤', '西', '大', '己']"
褼,"['衣', '西', '大', '己']"
褼,"['衣', '覀', '大', '己']"
褼,"['衤', '覀', '大', '己']"
襋,"['衤', '棘']"
襋,"['衣', '棘']"
襆,"['衤', '菐']"
襆,"['衣', '菐']"
襊,"['衤', '最']"
襊,"['衣', '最']"
襍,"['衣', '集']"
襍,"['衤', '集']"
襎,"['衣', '番']"
襎,"['衤', '番']"
襕,"['衣', '阑']"
襕,"['衤', '阑']"
襚,"['衤', '遂']"
襚,"['衣', '遂']"
襈,"['衣', '巽']"
襈,"['衤', '巽']"
螱,"['尉', '虫']"
褽,"['尉', '衣']"
臀,"['月', '殿']"
臀,"['肉', '殿']"
檗,"['辟', '木']"
甓,"['辟', '瓦']"
臂,"['月', '辟']"
臂,"['肉', '辟']"
擘,"['辟', '手']"
憵,"['辟', '心']"
蟁,"['民', '虫', '虫']"
孺,"['子', '需']"
隳,"['阜', '隋', '人', '心']"
隳,"['阝', '隋', '人', '心']"
隳,"['阝', '隋', '人', '小', '丶']"
隳,"['阜', '隋', '人', '小', '丶']"
臩,"['臦', '夰']"
嬺,"['女', '慝']"
嬬,"['女', '需']"
嬷,"['女', '麽']"
嬥,"['女', '翟']"
翼,"['羽', '異']"
蟊,"['矛', '虫', '虫']"
鹬,"['矞', '鸟']"
鹬,"['矛', '冏', '鸟']"
骤,"['马', '聚']"
瓀,"['王', '需']"
瓀,"['玉', '需']"
璿,"['玉', '睿']"
璿,"['王', '睿']"
鏊,"['敖', '金']"
鳌,"['敖', '鱼']"
璻,"['玉', '翠']"
璻,"['王', '翠']"
繛,"['素', '卓']"
鬶,"['规', '鬲']"
鬄,"['髟', '易']"
鬅,"['髟', '朋']"
鬈,"['髟', '卷']"
鬃,"['髟', '宗']"
鞤,"['封', '革']"
擹,"['手', '歎']"
擹,"['扌', '歎']"
擹,"['才', '歎']"
趪,"['走', '黄']"
趩,"['走', '異']"
鼖,"['十', '艹', '鼓']"
嚞,"['吉', '吉', '吉']"
攂,"['扌', '畾']"
攂,"['手', '畾']"
攂,"['才', '畾']"
瞽,"['鼓', '目']"
鼕,"['鼓', '冬']"
蟚,"['彭', '虫']"
擶,"['才', '箭']"
擶,"['扌', '箭']"
擶,"['手', '箭']"
鼀,"['圥', '黽']"
擵,"['才', '摩']"
擵,"['手', '摩']"
擵,"['扌', '摩']"
謦,"['殸', '言']"
擸,"['手', '巤']"
擸,"['才', '巤']"
擸,"['扌', '巤']"
藕,"['草', '耦']"
藕,"['艸', '耦']"
藕,"['艹', '耦']"
蟴,"['斯', '虫']"
鞯,"['革', '荐']"
鞢,"['革', '枼']"
鞳,"['革', '荅']"
鞩,"['革', '削']"
鞮,"['革', '是']"
鞨,"['革', '曷']"
鞭,"['革', '便']"
鞥,"['革', '弇']"
鞫,"['革', '訇']"
鞧,"['革', '酋']"
鞣,"['革', '柔']"
酀,"['燕', '阝']"
酀,"['燕', '邑']"
藞,"['艹', '磊']"
藞,"['艸', '磊']"
藞,"['草', '磊']"
藟,"['草', '畾']"
藟,"['艹', '畾']"
藟,"['艸', '畾']"
藜,"['草', '黎']"
藜,"['艸', '黎']"
藜,"['艹', '黎']"
藠,"['艹', '皛']"
藠,"['艸', '皛']"
藠,"['草', '皛']"
藢,"['艹', '徵']"
藢,"['艸', '徵']"
藢,"['草', '徵']"
藤,"['艸', '滕']"
藤,"['艹', '滕']"
藤,"['草', '滕']"
蟼,"['敬', '虫']"
藳,"['草', '稾']"
藳,"['蒿', '禾']"
藳,"['艹', '稾']"
藳,"['艸', '稾']"
藦,"['草', '摩']"
藦,"['艸', '摩']"
藦,"['艹', '摩']"
藨,"['艸', '麃']"
藨,"['艹', '麃']"
藨,"['草', '麃']"
藙,"['艹', '毅']"
藙,"['草', '毅']"
藙,"['艸', '毅']"
藫,"['水', '蕈']"
藫,"['氵', '蕈']"
藩,"['草', '潘']"
藩,"['艸', '潘']"
藩,"['艹', '潘']"
藭,"['艹', '窮']"
藭,"['艸', '窮']"
藭,"['草', '窮']"
鹲,"['蒙', '鸟']"
雗,"['十', '日', '十', '丿', '一', '隹']"
藯,"['草', '慰']"
藯,"['艹', '慰']"
藯,"['艸', '慰']"
櫀,"['木', '綦']"
櫗,"['木', '蔑']"
櫒,"['木', '蔡']"
檽,"['木', '需']"
櫄,"['木', '熏']"
櫡,"['木', '箸']"
檱,"['木', '箕']"
麲,"['麥', '見']"
檺,"['木', '豪']"
檹,"['木', '旖']"
檫,"['木', '察']"
櫁,"['木', '蜜']"
櫭,"['木', '暨']"
櫂,"['木', '翟']"
櫈,"['木', '凳']"
檵,"['木', '丨', '一', '幺', '幺', '一', '幺', '幺']"
蹔,"['斬', '足']"
礊,"['車', '凵', '殳', '石']"
嚢,"['十', '口', '冖', '八', '井', '一', '\uf7ee']"
蟗,"['一', '口', '丨', '冂', '出', '虫']"
盬,"['臣', '丿', '一', '古', '皿']"
覆,"['覀', '復']"
覆,"['西', '復']"
醩,"['酉', '曹']"
醥,"['酉', '票']"
醪,"['酉', '翏']"
毉,"['殹', '巫']"
穣,"['禾', '衣', '八', '井', '一']"
黡,"['厌', '黑']"
蹙,"['戚', '足']"
礡,"['石', '蒪']"
礞,"['石', '蒙']"
檿,"['壓', '木']"
礓,"['石', '畺']"
礌,"['石', '雷']"
礉,"['石', '敫']"
礠,"['石', '慈']"
礔,"['石', '辟']"
蟨,"['厥', '虫']"
燹,"['豕', '豕', '火']"
豴,"['豕', '啇']"
餮,"['殄', '食']"
霤,"['雨', '留']"
霩,"['雨', '郭']"
霥,"['雨', '冡']"
鬵,"['旡', '旡', '鬲']"
虩,"['小', '日', '小', '虎']"
嚖,"['口', '慧']"
矆,"['目', '蒦']"
瞿,"['目', '目', '隹']"
瞾,"['目', '目', '空']"
矂,"['目', '喿']"
矁,"['目', '愁']"
矀,"['目', '微']"
瞻,"['目', '詹']"
曘,"['日', '需']"
嚡,"['口', '鞋']"
曛,"['日', '熏']"
嚘,"['口', '憂']"
颢,"['景', '页']"
曜,"['日', '翟']"
疅,"['田', '畺']"
蹖,"['足', '舂']"
蹟,"['辵', '亦', '迹']"
蹟,"['辶', '亦', '迹']"
躇,"['足', '著']"
蹧,"['足', '曹']"
蹚,"['足', '堂']"
蹦,"['足', '崩']"
蹝,"['足', '徙']"
鹭,"['路', '鸟']"
蹠,"['足', '庶']"
蹗,"['足', '鹿']"
蹢,"['足', '啇']"
蹜,"['足', '宿']"
蹘,"['足', '翏']"
蟢,"['虫', '喜']"
蟛,"['虫', '彭']"
蟖,"['虫', '斯']"
蠂,"['虫', '葉']"
蟪,"['虫', '惠']"
蟫,"['虫', '覃']"
蟩,"['虫', '厥']"
蟟,"['虫', '尞']"
蟔,"['虫', '黑']"
蟘,"['虫', '貸']"
蟭,"['虫', '焦']"
蟠,"['虫', '番']"
蠄,"['虫', '禽']"
蟮,"['虫', '善']"
蟤,"['虫', '巽']"
嚗,"['口', '暴']"
嚚,"['口', '口', '臣', '口', '口']"
嚣,"['口', '口', '页', '口', '口']"
嚜,"['口', '墨']"
嚟,"['口', '黎']"
嚤,"['口', '摩']"
羃,"['罒', '幕']"
羃,"['网', '幕']"
鹮,"['睘', '鸟']"
