zi,index,ini,fin,tone
瞞,15833,m,en,2
瞞,15833,m,an,2
瞞,15833,m,en,4
縣,15834,x,ian,4
縣,15834,x,uan,2
瞘,15835,k,ou,1
瞟,15836,p,iao,1
瞟,15836,p,iao,3
瞟,15836,p,iao,4
曉,15837,x,iao,3
暿,15838,x,i,1
暿,15838,x,i,3
曀,15839,y,i,4
曔,15840,j,ing,4
曔,15840,x,uan,4
瞠,15841,zh,eng,4
瞠,15841,ch,eng,1
瞜,15842,l,ou,1
瞜,15842,l,ou,2
瞜,15842,l,ou,u
瞜,15842,l,v,2
瞣,15843,y,an,3
瞣,15843,w,an,4
曋,15844,sh,en,3
瞗,15845,d,ou,1
瞗,15845,d,iao,1
鴠,15846,d,an,4
鴠,15846,l,in,4
鴡,15847,g,u,4
鴡,15847,j,u,1
瞛,15848,c,ong,1
賰,15849,ch,un,3
賳,15850,z,ai,1
賵,15851,f,eng,4
賯,15852,x,iong,1
賯,15852,m,in,2
暸,15853,g,eng,4
暸,15853,l,iao,2
賱,15854,y,un,3
瞕,15855,l,ie,4
瞕,15855,zh,ang,4
瞚,15856,sh,un,4
曇,15857,t,an,2
瞰,15858,z,u,2
瞰,15858,k,an,4
嚄,15859,h,uo,1
嚄,15859,h,uo,4
嚄,15859,,o,3
嚄,15859,w,o,4
嚆,15860,h,ao,1
鴨,15861,y,a,1
鴨,15861,y,ang,2
噤,15862,j,in,4
闍,15863,sh,e,2
闍,15863,d,u,1
閸,15864,h,ao,2
閸,15864,k,un,3
閾,15865,y,i,2
閾,15865,y,u,4
閹,15866,y,an,1
閹,15866,y,i,2
閶,15867,x,ue,4
閶,15867,t,ang,1
閶,15867,ch,ang,1
闁,15868,b,ao,1
閺,15869,h,an,4
閺,15869,w,en,2
閵,15870,l,in,4
閵,15870,l,ing,2
閿,15871,w,en,2
閽,15872,h,un,1
閽,15872,b,a,2
閻,15873,y,an,2
閻,15873,y,an,3
閻,15873,y,an,4
暻,15874,j,ing,3
閼,15875,y,u,4
閼,15875,,e,4
閼,15875,f,u,2
閼,15875,y,an,1
闂,15876,x,iang,4
闂,15876,j,uan,3
闂,15876,h,ong,4
暺,15877,t,an,3
曍,15878,h,ao,4
曌,15879,zh,ao,4
暾,15880,t,un,1
曈,15881,t,ong,2
暽,15882,l,in,2
曊,15883,c,un,2
曊,15883,f,ei,4
噸,15884,d,un,1
鴞,15885,w,ei,2
鴞,15885,x,iao,1
踳,15886,ch,uan,3
踳,15886,ch,un,1
踳,15886,ch,un,3
踸,15887,ch,en,3
蹀,15888,d,ie,2
蹀,15888,z,i,3
蹅,15889,zh,a,1
蹅,15889,d,ui,4
蹅,15889,ch,a,3
踾,15890,b,i,4
踾,15890,f,u,2
噦,15891,h,ui,4
噦,15891,r,u,2
噦,15891,y,ue,3
踶,15892,zh,i,4
踶,15892,sh,i,4
踶,15892,t,i,2
踶,15892,ch,i,2
踶,15892,d,i,4
踼,15893,b,i,4
踼,15893,sh,ang,1
踼,15893,t,ang,2
踼,15893,t,ang,3
踹,15894,sh,uan,4
踹,15894,ch,uai,4
踹,15894,ch,uan,3
踹,15894,d,uan,4
踿,15895,z,u,2
踿,15895,c,u,4
踵,15896,zh,ong,3
踵,15896,zh,ong,4
踽,15897,j,u,3
踲,15898,d,un,4
踰,15899,ch,u,1
踰,15899,j,u,4
踰,15899,y,ao,2
踰,15899,y,u,2
嘴,15900,z,ui,3
踱,15901,ch,uo,4
踱,15901,d,uo,2
踱,15901,d,uo,4
踱,15901,n,ian,3
踱,15901,t,ian,4
蹄,15902,d,i,4
蹄,15902,t,i,2
蹉,15903,c,uo,1
蹁,15904,p,ian,2
蹁,15904,h,ong,2
蹆,15905,t,ui,3
蹆,15905,x,uan,4
踴,15906,y,ong,3
蹂,15907,r,ou,2
蹂,15907,r,ou,3
鴫,15908,t,ian,2
螓,15909,q,in,2
螓,15909,y,u,4
螦,15910,s,ao,1
螞,15911,m,a,1
螞,15911,m,a,3
螞,15911,m,a,4
螧,15912,q,i,2
螨,15913,g,ai,4
螨,15913,m,an,3
蟒,15914,m,ang,3
蟒,15914,m,eng,3
蟆,15915,m,o,4
蟆,15915,m,a,2
螎,15916,l,ing,4
螎,15916,r,ong,2
螈,15917,y,uan,2
疂,15918,d,ie,2
螘,15919,x,i,3
螘,15919,y,i,3
螩,15920,t,iao,o
螩,15920,q,ue,4
螩,15920,d,ao,1
螑,15921,w,eng,4
螑,15921,x,iu,4
螅,15922,c,i,4
螅,15922,x,i,1
螐,15923,ch,eng,2
螐,15923,w,u,1
螄,15924,s,i,1
螕,15925,zh,u,2
螕,15925,p,i,2
螕,15925,p,i,1
螕,15925,ch,u,4
螕,15925,b,i,1
螔,15926,s,i,1
螔,15926,y,i,2
螇,15927,q,i,1
螇,15927,x,i,1
螥,15928,c,ang,1
螉,15929,w,eng,1
螏,15930,j,i,2
螭,15931,ch,i,1
螗,15932,q,un,2
螗,15932,t,ang,2
螃,15933,b,ang,3
螃,15933,p,ang,2
螠,15934,x,iang,4
螠,15934,y,i,4
螊,15935,l,ian,2
螛,15936,x,ia,2
螛,15936,h,e,2
螛,15936,g,e,2
螟,15937,m,ing,2
噱,15938,j,ue,2
噱,15938,x,ue,2
噳,15939,y,u,3
疁,15940,l,iu,2
疁,15940,w,en,2
疁,15940,x,ie,4
噹,15941,d,ang,1
覨,15942,,e,4
駡,15943,j,ue,2
駡,15943,m,a,4
器,15944,h,uo,4
器,15944,q,i,4
噥,15945,n,ang,2
噥,15945,n,ong,2
戰,15946,j,ie,1
戰,15946,zh,an,4
噪,15947,z,ao,4
噮,15948,y,uan,4
嚃,15949,t,a,1
嚃,15949,t,a,4
噣,15950,d,u,2
噣,15950,x,un,2
噣,15950,zh,ou,4
噣,15950,zh,u,2
噣,15950,zh,uo,2
噬,15951,sh,i,4
噬,15951,sh,ao,1
噭,15952,ch,i,1
噭,15952,j,iao,4
噭,15952,q,iao,4
噞,15953,y,an,3
噲,15954,g,uai,4
噲,15954,k,uai,4
噲,15954,k,uo,4
噲,15954,w,ei,4
鴦,15955,y,ang,1
噯,15956,,ai,1
噯,15956,,ai,3
噯,15956,,ai,4
噡,15957,d,an,1
噡,15957,zh,an,1
噺,15958,x,in,1
噷,15959,x,in,1
噷,15959,h,en,4
噷,15959,h,m,m
噷,15959,h,en,1
噷,15959,h,en,3
噫,15960,,ai,3
噫,15960,y,i,1
噫,15960,y,i,4
噫,15960,y,ou,3
噰,15961,y,ong,3
噰,15961,sh,ou,4
噰,15961,y,ong,1
噻,15962,s,ai,1
嘯,15963,x,iao,4
嘯,15963,ch,i,4
噼,15964,p,i,1
幪,15965,m,eng,2
幪,15965,m,eng,3
嶳,15966,d,i,4
還,15967,h,ai,2
還,15967,h,uan,2
還,15967,t,un,2
還,15967,x,uan,2
罹,15968,l,i,2
罻,15969,j,u,2
罻,15969,w,ei,4
罺,15970,ch,ao,2
嶪,15971,y,e,4
嶫,15972,y,e,4
嶩,15973,n,ao,2
幧,15974,q,iao,1
嶧,15975,y,i,4
嶵,15976,z,ui,4
嶵,15976,z,ui,3
嶵,15976,h,ui,3
幯,15977,j,ie,2
嶼,15978,x,u,4
嶼,15978,y,u,3
嶭,15979,n,ie,4
嶶,15980,q,u,1
嶶,15980,w,ei,1
嶮,15981,x,ian,3
嶮,15981,y,an,3
嶦,15982,zh,an,1
嶦,15982,sh,an,4
幨,15983,ch,an,1
幨,15983,ch,an,4
嶰,15984,j,ie,4
嶰,15984,x,ie,4
嶬,15985,y,i,2
嶬,15985,y,i,3
圛,15986,y,i,4
圜,15987,y,uan,2
圜,15987,h,uan,2
頮,15988,h,ui,4
頮,15988,k,ui,2
鹦,15989,y,ing,1
赠,15990,j,ie,4
赠,15990,z,eng,4
默,15991,j,ian,4
默,15991,m,o,4
黗,15992,b,u,4
黗,15992,t,un,1
黗,15992,t,un,2
黖,15993,x,i,4
黖,15993,y,an,3
黔,15994,q,ian,2
黕,15995,d,an,3
骾,15996,g,eng,3
骾,15996,l,uan,2
骽,15997,t,ui,3
镖,15998,b,iao,1
镖,15998,x,uan,1
镗,15999,t,ang,1
镗,15999,t,ang,2
镘,16000,m,an,4
镙,16001,l,uo,2
镚,16002,b,eng,4
镛,16003,y,ong,1
镜,16004,k,ui,2
镜,16004,j,ing,4
镝,16005,d,i,1
镝,16005,d,i,2
镞,16006,z,u,2
镟,16007,,e,4
镟,16007,x,uan,4
镠,16008,h,an,4
镠,16008,l,iu,2
橆,16009,w,u,3
橆,16009,w,u,2
甒,16010,w,u,3
鴙,16011,zh,i,4
鴙,16011,y,ou,4
鴩,16012,b,iao,1
鴩,16012,d,ie,2
鴩,16012,h,u,2
鴩,16012,t,ie,3
氇,16013,l,u,u
氇,16013,l,u,3
氆,16014,p,u,3
頶,16015,sh,ou,3
頶,16015,h,u,2
犞,16016,q,iao,2
犞,16016,x,ing,2
赞,16017,w,ai,1
赞,16017,z,an,4
犜,16018,d,un,1
犜,16018,,e,4
犝,16019,t,ong,2
犝,16019,h,e,1
憩,16020,q,i,4
積,16021,j,i,1
穔,16022,h,uang,2
穑,16023,s,e,4
諬,16024,q,i,3
馞,16025,b,o,2
馞,16025,p,o,4
馟,16026,t,u,2
馠,16027,b,ang,4
馠,16027,h,an,1
穓,16028,y,i,4
穓,16028,h,u,1
穒,16029,h,e,4
穒,16029,m,u,3
穆,16030,m,u,4
穏,16031,w,en,3
頹,16032,t,uan,2
頹,16032,t,ui,2
頽,16033,t,an,2
頽,16033,t,ui,2
穐,16034,q,iu,1
錅,16035,l,i,2
穄,16036,j,i,4
穅,16037,k,ang,1
穅,16037,y,an,4
醔,16038,ch,ou,1
醔,16038,d,ian,4
醔,16038,q,iu,2
頺,16039,t,ui,2
穋,16040,l,u,4
穋,16040,j,iu,1
穇,16041,c,an,3
穇,16041,c,en,1
穇,16041,sh,an,1
勳,16042,x,un,1
敽,16043,j,iao,3
敽,16043,sh,en,4
敿,16044,j,iao,3
篝,16045,g,ou,1
篚,16046,f,ei,3
篤,16047,d,ou,1
篤,16047,d,u,3
篢,16048,g,an,3
篢,16048,g,ong,1
篢,16048,l,ong,3
築,16049,h,e,4
築,16049,zh,u,2
築,16049,zh,u,4
篫,16050,zh,u,4
篫,16050,zh,eng,1
篕,16051,h,e,2
遾,16052,sh,i,4
篥,16053,l,i,4
篥,16053,z,ai,4
篴,16054,d,i,2
篴,16054,zh,u,2
篮,16055,l,an,2
篡,16056,w,an,1
篡,16056,y,ue,4
篡,16056,c,uan,4
篹,16057,s,uan,3
篹,16057,zh,uan,4
篹,16057,z,uan,3
篹,16057,z,uan,4
篳,16058,b,i,4
篔,16059,x,un,1
篔,16059,y,un,2
篯,16060,q,i,2
篯,16060,j,ian,3
篯,16060,j,ian,1
簉,16061,ch,ou,4
簉,16061,z,ao,4
篟,16062,q,ian,4
篠,16063,d,ou,1
篠,16063,x,iao,3
篗,16064,x,i,1
篗,16064,y,ue,4
篩,16065,sh,i,1
篩,16065,sh,ai,1
篩,16065,ch,u,4
篦,16066,b,i,4
篦,16066,j,uan,4
篦,16066,p,i,2
篪,16067,ch,i,2
篬,16068,c,ang,1
篬,16068,q,iang,1
篷,16069,j,in,3
篷,16069,p,eng,2
篘,16070,h,an,3
篘,16070,ch,ou,1
簑,16071,s,uo,1
篙,16072,g,ao,1
篱,16073,h,uo,4
篱,16073,l,i,2
篱,16073,y,u,4
篖,16074,j,un,4
篖,16074,t,ang,2
篭,16075,l,ong,3
篭,16075,l,ong,2
篰,16076,b,u,4
篰,16076,k,an,4
篣,16077,p,ang,2
篣,16077,p,eng,2
篞,16078,d,ou,1
篞,16078,d,ou,4
篞,16078,n,ie,4
篧,16079,h,uo,4
篧,16079,zh,uo,2
篛,16080,r,uo,4
篜,16081,zh,eng,1
舉,16082,j,u,3
興,16083,d,ie,2
興,16083,x,in,4
興,16083,x,ing,1
興,16083,x,ing,4
盥,16084,g,uan,4
壆,16085,z,u,2
壆,16085,x,ue,2
壆,16085,b,o,2
壆,16085,j,ue,2
嶨,16086,x,ue,2
學,16087,h,ua,2
學,16087,j,iao,4
學,16087,x,ue,2
儓,16088,f,u,1
儓,16088,t,ai,2
儓,16088,t,ai,4
儔,16089,ch,ou,2
儔,16089,d,ao,4
儔,16089,p,ei,4
儔,16089,p,o,4
憊,16090,b,ei,4
儖,16091,l,an,2
儖,16091,x,i,1
儞,16092,n,i,3
儒,16093,x,ue,1
儒,16093,r,u,2
毇,16094,h,ui,3
賲,16095,b,ao,3
賲,16095,b,i,4
賲,16095,b,ian,4
儑,16096,,an,2
儑,16096,,an,4
儑,16096,f,u,2
儛,16097,w,u,3
儛,16097,x,i,1
儗,16098,,ai,4
儗,16098,n,ai,4
儗,16098,n,i,3
儗,16098,w,o,4
儗,16098,y,i,2
儗,16098,y,i,4
雔,16099,ch,ou,2
燞,16100,q,iang,1
燞,16100,j,iao,3
儫,16101,h,ao,2
儫,16101,j,i,2
儣,16102,k,uang,3
儕,16103,ch,ai,2
儕,16103,m,o,4
儝,16104,m,ian,4
儝,16104,q,iong,2
儐,16105,b,in,4
儐,16105,b,in,1
儜,16106,n,ing,2
儜,16106,q,i,4
皟,16107,z,e,2
臲,16108,n,ie,4
劓,16109,ch,an,4
劓,16109,y,i,4
鼽,16110,q,iu,2
鼼,16111,y,ao,4
鼼,16111,zh,an,1
躽,16112,y,an,4
躽,16112,y,an,3
翱,16113,,ao,2
躾,16114,m,ei,3
曁,16115,j,i,4
鴚,16116,g,e,1
鴏,16117,d,ai,4
鴤,16118,zh,ong,1
鴤,16118,d,ong,1
鴤,16118,l,iao,4
鴥,16119,y,u,4
鴕,16120,t,uo,2
儘,16121,j,in,3
儘,16121,j,in,4
儘,16121,sh,an,3
皠,16122,c,ui,3
皡,16123,g,ao,3
皡,16123,h,ao,4
魉,16124,l,iang,3
魈,16125,x,iao,1
邀,16126,y,ao,1
衠,16127,zh,un,1
徼,16128,j,iao,1
徼,16128,j,iao,3
徼,16128,j,iao,4
徼,16128,w,ang,3
徼,16128,y,ao,1
徻,16129,h,ui,4
衡,16130,h,eng,2
衡,16130,w,u,3
衞,16131,m,ian,3
衞,16131,w,ei,4
衟,16132,d,ao,4
澃,16133,j,iong,3
艙,16134,c,ang,1
螌,16135,p,an,2
螌,16135,t,uo,1
螌,16135,b,an,1
螌,16135,h,uan,4
褩,16136,p,an,2
褩,16136,b,an,1
褩,16136,ch,ong,1
縏,16137,p,an,2
艕,16138,b,ang,4
艗,16139,y,i,4
舘,16140,g,uan,3
舘,16140,sh,ao,3
錱,16141,zh,en,1
錻,16142,b,u,1
錻,16142,w,u,u
錆,16143,q,iang,1
錆,16143,q,ing,1
錆,16143,s,uo,3
錶,16144,b,iao,3
鋹,16145,ch,ang,3
鋹,16145,y,ing,4
鍺,16146,d,uo,3
鍺,16146,zh,e,3
鍺,16146,d,u,3
錴,16147,l,u,4
錂,16148,l,ing,2
錏,16149,b,o,2
錏,16149,b,u,4
錏,16149,f,u,2
錏,16149,f,u,4
錏,16149,y,a,1
錏,16149,y,a,4
錤,16150,j,i,1
鎁,16151,y,e,2
鋷,16152,l,a,a
鋷,16152,n,ie,4
鋷,16152,z,ui,4
錯,16153,j,ian,1
錯,16153,x,i,1
錯,16153,c,u,4
錯,16153,c,uo,4
鍩,16154,t,ian,3
鍩,16154,n,uo,4
錨,16155,ch,ong,2
錨,16155,m,ao,2
鍈,16156,y,ang,1
鍈,16156,y,ing,1
鍣,16157,zh,ao,1
錸,16158,l,ai,2
錰,16159,sh,an,1
錰,16159,sh,u,4
錷,16160,g,a,2
錬,16161,l,ian,4
錬,16161,zh,ang,1
錼,16162,n,ai,4
錛,16163,b,en,1
錡,16164,h,e,2
錡,16164,j,ue,1
錡,16164,q,i,2
錡,16164,y,i,3
錽,16165,w,an,4
錽,16165,j,ian,3
錢,16166,j,ian,3
錢,16166,q,ian,2
錢,16166,s,uo,1
錹,16167,k,en,3
鋽,16168,d,iao,4
鋽,16168,,e,2
錿,16169,h,u,3
鋿,16170,ch,ang,2
鋿,16170,m,ei,2
鋿,16170,sh,ang,3
鍀,16171,d,e,2
錁,16172,g,uo,3
錁,16172,k,e,4
錁,16172,k,ua,3
錕,16173,g,un,3
錕,16173,k,un,1
錩,16174,ch,ang,1
錩,16174,s,ui,1
鍆,16175,x,i,4
鍆,16175,m,en,2
錫,16176,x,i,1
錫,16176,t,i,4
錫,16176,l,u,4
錪,16177,t,ian,3
錪,16177,t,un,3
錪,16177,z,e,2
錮,16178,g,u,4
錮,16178,x,u,4
錌,16179,,an,4
錌,16179,g,ong,3
錔,16180,t,a,4
鋼,16181,g,ang,1
鋼,16181,g,ang,4
鍋,16182,g,uo,1
鍋,16182,g,uo,3
鍋,16182,sh,eng,2
錘,16183,ch,ui,2
錘,16183,t,a,4
錗,16184,w,ei,4
錗,16184,zh,ui,4
錗,16184,n,ei,4
錐,16185,t,a,4
錐,16185,zh,ui,1
錦,16186,j,in,3
錦,16186,x,i,3
錍,16187,p,i,2
錍,16187,j,ia,3
錍,16187,p,i,1
錍,16187,b,ei,1
錍,16187,b,i,1
鍁,16188,b,ei,4
鍁,16188,x,ian,1
鍂,16189,b,ao,4
鍂,16189,p,ian,1
錀,16190,l,un,2
錀,16190,f,en,1
錜,16191,n,ie,4
錋,16192,p,eng,2
錋,16192,b,eng,4
錭,16193,t,ao,2
錭,16193,l,uo,4
錭,16193,d,iao,1
錉,16194,m,in,2
錉,16194,t,a,4
鋾,16195,t,ao,2
鋾,16195,w,ei,2
鋾,16195,w,ei,3
鋾,16195,x,ue,1
錎,16196,x,ian,4
錎,16196,q,ian,4
錎,16196,g,an,4
鍃,16197,h,uo,1
鍃,16197,h,uo,4
鍃,16197,m,ai,2
憌,16198,q,iong,2
憌,16198,sh,uang,3
鍄,16199,l,iang,4
錞,16200,d,ui,4
錞,16200,d,uo,4
錞,16200,ch,un,2
錊,16201,x,ue,4
錊,16201,z,u,1
錊,16201,z,ui,4
錇,16202,f,u,2
錇,16202,p,ei,2
錇,16202,p,ou,2
錇,16202,t,a,4
錥,16203,y,u,4
錈,16204,s,uo,3
錈,16204,j,uan,3
錟,16205,t,an,2
錟,16205,x,ian,1
錟,16205,y,an,3
鍅,16206,f,a,3
鍅,16206,t,ong,2
錝,16207,c,ong,2
錝,16207,z,ong,4
錝,16207,ch,ui,2
錠,16208,x,iong,1
錠,16208,d,ing,4
錧,16209,g,uan,3
錧,16209,m,o,4
鋺,16210,g,ao,4
鋺,16210,w,an,1
鋺,16210,w,an,3
鋺,16210,y,uan,1
鋺,16210,y,uan,3
鎯,16211,l,uo,3
鎯,16211,l,ang,2
錑,16212,l,ei,4
錑,16212,l,i,4
錑,16212,y,uan,3
鍵,16213,j,ian,4
鍵,16213,zh,i,1
録,16214,l,v,4
録,16214,l,u,4
録,16214,x,u,4
鋸,16215,j,u,4
鋸,16215,j,u,1
錳,16216,m,eng,3
錣,16217,ch,uo,4
錣,16217,zh,ui,4
錄,16218,ch,ou,3
錄,16218,l,u,4
錄,16218,zh,ou,1
錙,16219,z,i,1
閷,16220,sh,a,1
閷,16220,q,u,1
閷,16220,sh,ai,4
覦,16221,y,u,2
劒,16222,f,eng,4
劒,16222,j,ian,4
劔,16223,h,ui,3
劔,16223,j,ian,4
歙,16224,x,i,1
歙,16224,sh,e,4
歙,16224,x,ie,2
頱,16225,l,uo,1
貒,16226,q,iu,2
貒,16226,t,uan,1
貒,16226,t,uan,4
貐,16227,p,i,3
貐,16227,y,u,3
墾,16228,k,en,3
貑,16229,j,ia,1
貑,16229,x,ia,2
餦,16230,zh,ang,1
餦,16230,x,ian,2
餴,16231,f,en,1
餣,16232,d,uan,4
餣,16232,y,e,4
餞,16233,j,ian,4
餞,16233,t,an,4
餜,16234,g,uo,3
餜,16234,zh,e,3
餛,16235,y,ong,2
餛,16235,k,un,1
餛,16235,h,un,2
餠,16236,b,ing,3
餠,16236,x,ie,2
餧,16237,n,ei,3
餧,16237,w,ei,4
餚,16238,d,uan,1
餚,16238,y,ao,2
餩,16239,,e,4
餩,16239,,e,2
餡,16240,k,an,4
餡,16240,x,ian,4
餡,16240,x,uan,1
餢,16241,b,u,4
餤,16242,d,an,4
餤,16242,sh,ua,3
餤,16242,t,an,2
館,16243,g,uan,3
餟,16244,zh,ui,4
餟,16244,y,ang,2
餟,16244,ch,uo,4
盦,16245,,an,1
頷,16246,f,u,2
頷,16246,h,an,4
鴒,16247,j,iang,4
鴒,16247,l,ing,2
膩,16248,n,i,4
膮,16249,x,iao,1
膹,16250,f,en,4
膨,16251,t,ui,2
膨,16251,p,eng,2
膨,16251,p,eng,4
臈,16252,g,e,2
臈,16252,l,a,4
膸,16253,s,ui,3
膸,16253,w,ei,3
膫,16254,l,iao,3
膫,16254,l,iao,2
頴,16255,y,ing,3
頴,16255,j,ing,3
膶,16256,r,un,4
膭,16257,d,ui,4
膭,16257,g,ui,1
膭,16257,k,ui,4
膴,16258,h,u,1
膴,16258,m,ei,2
膴,16258,w,u,3
膬,16259,c,ui,4
膬,16259,ch,uo,4
臇,16260,j,uan,3
膲,16261,j,iao,1
膲,16261,w,en,3
膰,16262,d,a,4
膰,16262,f,an,2
膰,16262,p,an,2
膰,16262,t,a,4
朤,16263,l,ang,3
朣,16264,t,ong,2
朣,16264,ch,uang,2
膱,16265,b,ing,4
膱,16265,zh,i,2
膪,16266,ch,uai,4
膪,16266,q,ing,1
膪,16266,zh,a,4
膪,16266,zh,ai,4
膳,16267,sh,an,4
螣,16268,t,e,4
螣,16268,t,eng,2
螣,16268,x,u,1
縢,16269,t,eng,2
膦,16270,l,ian,3
膦,16270,l,in,4
朥,16271,l,ao,2
膙,16272,j,iang,3
膙,16272,s,e,4
膯,16273,t,un,2
膯,16273,t,eng,1
雕,16274,d,iao,1
鴟,16275,ch,e,3
鴟,16275,ch,i,1
鲭,16276,q,ing,1
鲭,16276,zh,eng,1
鲮,16277,l,ing,2
鲯,16278,q,i,2
鲰,16279,z,ou,1
鲱,16280,f,ei,1
鲱,16280,g,u,3
鲲,16281,k,un,1
鲲,16281,z,u,4
鲳,16282,ch,ang,1
鲴,16283,g,u,4
鲴,16283,y,ang,1
鲵,16284,s,u,1
鲵,16284,n,i,2
鲶,16285,n,ian,2
鲷,16286,k,ui,2
鲷,16286,d,iao,1
鲸,16287,j,ing,1
鲺,16288,sh,i,1
鲹,16289,ch,ang,1
鲹,16289,sh,en,1
鲻,16290,y,ao,2
鲻,16290,z,i,1
鮇,16291,w,ei,4
魼,16292,x,ie,2
魼,16292,q,u,1
魼,16292,b,ao,3
魽,16293,h,an,1
魽,16293,h,an,2
魽,16293,k,e,4
鮕,16294,g,u,1
魺,16295,f,u,4
魺,16295,g,e,3
魺,16295,h,e,2
魾,16296,p,i,2
魾,16296,m,ao,2
魾,16296,p,i,1
鮖,16297,,ai,2
鮖,16297,sh,i,2
鮁,16298,b,a,4
鮁,16298,b,o,1
鮁,16298,q,ia,4
鮃,16299,p,ing,2
鮃,16299,s,ou,1
鮎,16300,n,ian,2
鮎,16300,zh,a,1
魻,16301,x,ia,1
魻,16301,x,ia,2
鮋,16302,ch,ou,2
鮋,16302,y,ou,2
鮂,16303,x,ia,1
鮂,16303,q,iu,2
鮏,16304,zh,eng,1
鮏,16304,ch,an,2
鮏,16304,x,ing,1
鮓,16305,zh,a,3
鮓,16305,zh,a,4
穌,16306,s,u,1
鮒,16307,f,u,4
鮘,16308,ch,ou,u
鮘,16308,d,ai,i
鮘,16308,d,ai,4
鮘,16308,h,ao,1
鮊,16309,b,a,4
鮊,16309,b,o,2
魿,16310,l,in,2
魿,16310,l,ing,2
魿,16310,r,e,4
鮣,16311,y,in,4
鮈,16312,q,u,2
鮈,16312,j,u,1
鮈,16312,g,ou,3
鮗,16313,b,ang,4
鮗,16313,d,ong,1
鮗,16313,f,ang,3
鮗,16313,p,eng,2
鮑,16314,b,ao,1
鮑,16314,b,ao,4
鮑,16314,p,ao,1
鮑,16314,w,o,3
鮌,16315,g,un,3
鮀,16316,s,ong,1
鮀,16316,t,uo,2
鮀,16316,z,ong,1
鮀,16316,z,ong,3
鮅,16317,b,i,4
鮅,16317,n,a,4
鮄,16318,x,iu,1
鮄,16318,f,u,2
鮉,16319,m,an,2
鮉,16319,m,ian,2
鮉,16319,d,iao,1
鮍,16320,p,i,2
鮍,16320,p,i,1
鮍,16320,j,u,4
鮐,16321,sh,e,4
鮐,16321,t,ai,2
鴝,16322,g,ou,1
鴝,16322,g,ou,4
鴝,16322,q,u,2
鴝,16322,t,eng,2
獲,16323,p,ian,2
獲,16323,h,uo,4
獴,16324,l,ian,4
獴,16324,m,eng,2
獴,16324,m,eng,3
穎,16325,y,ing,3
獭,16326,q,uan,2
獭,16326,t,a,3
獩,16327,j,ie,2
獩,16327,h,ui,4
燄,16328,y,an,4
燄,16328,l,u,2
颵,16329,sh,ao,1
颵,16329,t,uo,1
颵,16329,x,iao,1
颴,16330,j,i,2
颴,16330,j,ie,2
颴,16330,x,uan,4
獧,16331,j,uan,4
獨,16332,s,ang,1
獨,16332,d,u,2
獥,16333,j,iao,4
獥,16333,w,ei,1
獫,16334,w,ei,4
獫,16334,x,ian,3
獪,16335,y,u,2
獪,16335,h,ua,2
獪,16335,k,uai,4
獬,16336,j,ie,3
獬,16336,x,ie,4
獬,16336,,e,4
獬,16336,h,a,3
飚,16337,b,i,3
飚,16337,b,iao,1
飚,16337,p,i,1
邂,16338,h,u,1
邂,16338,x,ie,4
膧,16339,t,ong,2
膧,16339,zh,i,4
毈,16340,q,in,3
毈,16340,d,uan,4
郺,16341,h,ou,2
郺,16341,y,ong,1
頯,16342,k,ui,2
頯,16342,w,ei,2
鴛,16343,y,uan,1
謀,16344,m,ou,2
諶,16345,ch,en,2
諽,16346,g,e,2
諜,16347,x,ie,4
諜,16347,d,ie,2
謊,16348,h,uang,3
諵,16349,n,an,2
諵,16349,n,an,4
諨,16350,f,u,2
諲,16351,y,in,1
諫,16352,j,ian,4
諫,16352,l,an,4
諴,16353,g,an,1
諴,16353,x,ian,2
諧,16354,x,ie,2
謔,16355,r,uan,4
謔,16355,x,ue,4
諟,16356,d,i,4
諟,16356,sh,i,4
諹,16357,y,ang,2
諿,16358,q,i,1
諿,16358,x,u,3
謃,16359,x,ing,1
謁,16360,y,e,4
謁,16360,,ai,3
謁,16360,l,ian,2
謂,16361,w,ei,4
諰,16362,,ai,1
諰,16362,sh,ai,1
諰,16362,x,i,3
諤,16363,,e,4
諯,16364,zh,uan,1
諥,16365,zh,ong,4
謏,16366,x,iao,3
謏,16366,s,ou,3
謏,16366,s,ou,4
諻,16367,h,uang,2
謉,16368,d,ui,3
謉,16368,g,ui,3
謉,16368,k,ui,4
謉,16368,t,ui,2
諭,16369,t,ou,3
諭,16369,y,u,4
諡,16370,sh,i,4
諼,16371,x,uan,1
諷,16372,f,eng,3
諷,16372,f,eng,4
諪,16373,t,ing,2
諮,16374,z,i,1
諳,16375,,an,1
諳,16375,t,ou,3
諺,16376,y,an,4
諦,16377,t,i,2
諦,16377,d,i,4
謎,16378,m,i,2
諠,16379,x,uan,1
諢,16380,h,un,4
諞,16381,p,ian,2
諞,16381,p,ian,3
諱,16382,h,ui,4
諝,16383,x,u,1
褭,16384,n,iao,3
憑,16385,p,ing,2
撉,16386,d,un,1
憝,16387,d,ui,4
亸,16388,d,uo,3
褱,16389,h,uai,2
褱,16389,zh,i,2
邅,16390,zh,an,1
邅,16390,zh,an,4
鄺,16391,l,ong,2
鄺,16391,k,uo,4
鄺,16391,k,uang,4
鹧,16392,zh,e,4
磨,16393,m,o,2
磨,16393,m,o,4
穈,16394,m,ei,2
穈,16394,m,en,2
穈,16394,m,i,2
廧,16395,x,ian,2
廧,16395,s,e,4
